Period,Level,Region,ICB,Org Code,Org Name,Metric,Metric Type,Metric Group,Value
08/08/2026,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,550.00
08/08/2026,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1075.00
08/08/2026,ICB,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,S0E4D,NHS THAMES VALLEY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,665.00
08/08/2026,ICB,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,S9B9J,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1034.00
08/08/2026,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,NHS DEVON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,621.00
08/08/2026,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,412.00
08/08/2026,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,181.00
08/08/2026,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,242.00
08/08/2026,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,153.00
08/08/2026,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,636.00
08/08/2026,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,NHS DORSET INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,418.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,281.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,171.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,152.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,153.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,155.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,157.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,99.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,101.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,211.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,201.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,122.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,138.00
08/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,0.00
08/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,BARTS HEALTH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,305.00
08/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,327.00
08/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,315.00
08/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,68.00
08/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,86.00
08/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,177.00
08/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,218.00
08/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,209.00
08/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,18.00
08/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,104.00
08/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,199.00
08/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RKE,WHITTINGTON HEALTH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,58.00
08/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,186.00
08/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,48.00
08/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,125.00
08/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,189.00
08/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,208.00
08/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RBK,WALSALL HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,47.00
08/08/2026,PROVIDER,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,116.00
08/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,42.00
08/08/2026,PROVIDER,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,230.00
08/08/2026,PROVIDER,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,211.00
08/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,196.00
08/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,98.00
08/08/2026,PROVIDER,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RLQ,WYE VALLEY NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,62.00
08/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,89.00
08/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,112.00
08/08/2026,PROVIDER,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,120.00
08/08/2026,PROVIDER,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,197.00
08/08/2026,PROVIDER,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,411.00
08/08/2026,PROVIDER,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,353.00
08/08/2026,PROVIDER,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,220.00
08/08/2026,PROVIDER,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,434.00
08/08/2026,PROVIDER,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,228.00
08/08/2026,PROVIDER,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,0.00
08/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,127.00
08/08/2026,PROVIDER,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,205.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,305.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,148.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,163.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,27.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RCF,AIREDALE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,133.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,107.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,119.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,205.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,109.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,166.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,116.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,80.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,390.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,105.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,131.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,189.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,62.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,247.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,198.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,335.00
08/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,62.00
08/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,477.00
08/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,177.00
08/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,354.00
08/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,129.00
08/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,438.00
08/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJN,EAST CHESHIRE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,51.00
08/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,172.00
08/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,104.00
08/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMC,BOLTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,128.00
08/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,70.00
08/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,171.00
08/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,187.00
08/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RWJ,STOCKPORT NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,119.00
08/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,128.00
08/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,167.00
08/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,237.00
08/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,124.00
08/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,R1F,ISLE OF WIGHT NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,120.00
08/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,121.00
08/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,288.00
08/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,314.00
08/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,392.00
08/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,129.00
08/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,249.00
08/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,80.00
08/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RPA,MEDWAY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,155.00
08/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,190.00
