Period,Level,Region,ICB,Org Code,Org Name,Metric,Metric Type,Metric Group,Value
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,214.00
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,313.00
01/08/2026,PROVIDER,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,50.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,495.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,183.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,340.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,109.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,415.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJN,EAST CHESHIRE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,47.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,156.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,109.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMC,BOLTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,112.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,67.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,171.00
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,168.00
01/08/2026,PROVIDER,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,RWJ,STOCKPORT NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,128.00
01/08/2026,PROVIDER,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,131.00
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,166.00
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,215.00
01/08/2026,PROVIDER,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,144.00
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,R1F,ISLE OF WIGHT NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,134.00
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,143.00
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,285.00
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,314.00
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,396.00
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,0.00
01/08/2026,PROVIDER,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,262.00
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RN7,DARTFORD AND GRAVESHAM NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,107.00
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RPA,MEDWAY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,153.00
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,200.00
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,78.00
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,167.00
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,161.00
01/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,111.00
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,215.00
01/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,104.00
01/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,432.00
01/08/2026,PROVIDER,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,584.00
01/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,105.00
01/08/2026,PROVIDER,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,RH5,SOMERSET NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,274.00
01/08/2026,PROVIDER,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,77.00
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,159.00
01/08/2026,PROVIDER,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,324.00
01/08/2026,PROVIDER,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,173.00
01/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,277.00
01/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,201.00
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,152.00
01/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,SALISBURY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,107.00
01/08/2026,PROVIDER,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,209.00
02/08/2026,National,[z],[z],ENG,ENGLAND (Type 1 Trusts),Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,18969.00
02/08/2026,Region,EAST OF ENGLAND,[z],Y61,EAST OF ENGLAND,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1815.00
02/08/2026,Region,LONDON,[z],Y56,LONDON,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,2430.00
02/08/2026,Region,MIDLANDS,[z],Y60,MIDLANDS,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,3340.00
02/08/2026,Region,NORTH EAST AND YORKSHIRE,[z],Y63,NORTH EAST AND YORKSHIRE,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,3196.00
02/08/2026,Region,NORTH WEST,[z],Y62,NORTH WEST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,2815.00
02/08/2026,Region,SOUTH EAST,[z],Y59,SOUTH EAST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,3012.00
02/08/2026,Region,SOUTH WEST,[z],Y58,SOUTH WEST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,2361.00
02/08/2026,ICB,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,D7T5G,NHS ESSEX INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,310.00
02/08/2026,ICB,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,S1Y5D,NHS CENTRAL EAST INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,884.00
02/08/2026,ICB,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,T6Y0W,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,621.00
02/08/2026,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,548.00
02/08/2026,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,428.00
02/08/2026,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,320.00
02/08/2026,ICB,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,Z9B2Z,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1134.00
02/08/2026,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,261.00
02/08/2026,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,299.00
02/08/2026,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,376.00
02/08/2026,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,204.00
02/08/2026,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,342.00
02/08/2026,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,206.00
02/08/2026,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,178.00
02/08/2026,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,318.00
02/08/2026,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,482.00
02/08/2026,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,337.00
02/08/2026,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,337.00
02/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,557.00
02/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1037.00
02/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,528.00
02/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1074.00
02/08/2026,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,601.00
02/08/2026,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,976.00
02/08/2026,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1238.00
02/08/2026,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,483.00
02/08/2026,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1006.00
02/08/2026,ICB,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,S0E4D,NHS THAMES VALLEY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,562.00
02/08/2026,ICB,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,S9B9J,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,961.00
02/08/2026,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,NHS DEVON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,510.00
02/08/2026,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,369.00
02/08/2026,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,181.00
02/08/2026,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,222.00
02/08/2026,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,143.00
02/08/2026,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,548.00
02/08/2026,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,NHS DORSET INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,388.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,227.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,153.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,83.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,142.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,134.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,171.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,111.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,92.00
02/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,213.00
